,Date,Price,Open,High,Low,Vol.,Change %
692,2-May-20,8966.3,8821.6,8986.2,8771.3,890.34K,1.64%
693,1-May-20,8821.6,8628.6,9040.3,8621.0,1.11M,2.23%
694,30-Apr-20,8629.0,8770.6,9437.5,8425.5,2.04M,-1.62%
695,29-Apr-20,8770.9,7746.7,8918.5,7729.7,1.83M,13.22%
696,28-Apr-20,7746.9,7766.0,7770.1,7655.3,808.09K,-0.25%
697,27-Apr-20,7766.0,7679.4,7768.5,7637.7,980.50K,1.13%
698,26-Apr-20,7678.9,7540.4,7679.4,7520.5,921.59K,1.84%
699,25-Apr-20,7540.4,7503.9,7684.6,7451.0,861.93K,0.49%
700,24-Apr-20,7503.8,7491.3,7583.5,7423.5,951.95K,0.20%
701,23-Apr-20,7488.5,7112.8,7655.4,7036.5,1.34M,5.28%
702,22-Apr-20,7112.9,6842.5,7137.4,6821.8,914.18K,3.95%
703,21-Apr-20,6842.5,6833.4,6919.3,6774.3,892.57K,0.13%
704,20-Apr-20,6833.5,7122.9,7207.5,6771.2,1.26M,-4.06%
705,19-Apr-20,7122.9,7230.9,7238.0,7079.1,5.93M,-1.49%
706,18-Apr-20,7230.8,7035.9,7259.4,7031.5,796.45K,2.77%
707,17-Apr-20,7035.8,7085.5,7142.8,7005.8,810.10K,-0.70%
708,16-Apr-20,7085.6,6629.1,7159.7,6520.5,1.54M,6.89%
709,15-Apr-20,6629.1,6851.3,6929.5,6615.9,1.00M,-3.24%
710,14-Apr-20,6850.9,6841.8,6970.8,6768.6,999.53K,0.14%
711,13-Apr-20,6841.3,6918.1,6920.3,6618.5,1.25M,-1.10%
712,12-Apr-20,6917.6,6867.9,7158.8,6785.1,1.10M,0.73%
713,11-Apr-20,6867.8,6862.7,6931.4,6765.1,845.58K,0.07%
714,10-Apr-20,6863.1,7289.0,7294.4,6756.1,1.37M,-5.84%
715,9-Apr-20,7289.0,7361.1,7361.1,7140.3,963.55K,-0.98%
716,8-Apr-20,7361.2,7185.6,7396.1,7153.1,983.94K,2.45%
717,7-Apr-20,7185.2,7332.3,7440.3,7101.7,1.32M,-2.01%
718,6-Apr-20,7332.3,6772.8,7335.0,6770.1,1.53M,8.26%
719,5-Apr-20,6772.7,6857.5,6889.4,6686.0,842.33K,-1.23%
720,4-Apr-20,6857.4,6735.9,6958.6,6679.1,1.05M,1.80%
721,3-Apr-20,6735.9,6799.9,7026.3,6623.6,1.35M,-0.95%
722,2-Apr-20,6800.5,6638.8,7182.7,6567.9,1.74M,2.44%
723,1-Apr-20,6638.5,6412.4,6661.3,6157.4,1.40M,3.52%
724,31-Mar-20,6412.5,6391.1,6513.1,6346.3,1.05M,0.34%
725,30-Mar-20,6391.0,5890.4,6576.5,5872.5,1.43M,8.50%
726,29-Mar-20,5890.4,6233.2,6258.8,5889.3,916.17K,-5.51%
727,28-Mar-20,6233.7,6373.4,6374.3,6046.5,1.26M,-2.19%
728,27-Mar-20,6373.4,6725.5,6813.7,6322.3,1.16M,-5.23%
729,26-Mar-20,6725.1,6677.9,6772.9,6541.7,1.18M,0.69%
730,25-Mar-20,6678.9,6744.8,6930.2,6474.6,1.52M,-0.97%
731,24-Mar-20,6744.6,6468.8,6814.2,6380.8,1.73M,4.26%
732,23-Mar-20,6468.9,5822.0,6564.7,5710.8,1.88M,11.11%
733,22-Mar-20,5822.1,6186.9,6394.4,5771.2,1.48M,-5.89%
734,21-Mar-20,6186.2,6205.6,6438.3,5887.0,1.64M,-0.31%
735,20-Mar-20,6205.3,6171.6,6858.1,5748.2,2.22M,0.54%
736,19-Mar-20,6172.0,5359.2,6379.5,5256.0,2.18M,15.12%
737,18-Mar-20,5361.4,5260.7,5373.1,5020.9,1.80M,1.91%
738,17-Mar-20,5261.1,5030.2,5432.8,4946.5,1.89M,4.59%
739,16-Mar-20,5030.0,5366.4,5369.3,4477.7,2.55M,-6.27%
740,15-Mar-20,5366.3,5182.9,5863.3,5120.6,1.61M,3.54%
741,14-Mar-20,5182.7,5589.4,5634.9,5072.2,1.69M,-7.19%
742,13-Mar-20,5584.3,4815.2,5934.3,3869.5,4.17M,15.71%
743,12-Mar-20,4826.0,7935.2,7963.1,4546.6,3.22M,-39.18%
744,11-Mar-20,7935.1,7892.1,7976.5,7606.0,1.10M,0.56%
745,10-Mar-20,7891.2,7933.0,8145.5,7740.2,1.20M,-0.53%
746,9-Mar-20,7933.0,8035.8,8158.8,7648.7,1.54M,-1.26%
747,8-Mar-20,8034.1,8887.8,8888.0,8015.3,1.11M,-9.61%
748,7-Mar-20,8887.8,9134.2,9180.8,8848.7,750.65K,-2.70%
749,6-Mar-20,9134.8,9060.6,9165.2,9004.9,1.04M,0.82%
750,5-Mar-20,9060.3,8757.9,9147.3,8751.5,950.76K,3.45%
751,4-Mar-20,8757.9,8761.3,8840.3,8679.7,759.69K,-0.04%
752,3-Mar-20,8761.4,8906.1,8911.7,8669.3,1.01M,-1.61%
753,2-Mar-20,8904.8,8537.5,8961.8,8503.1,1.02M,4.27%
754,1-Mar-20,8540.0,8543.8,8737.2,8437.2,784.05K,-0.04%
755,29-Feb-20,8543.7,8697.1,8793.7,8539.8,683.44K,-1.77%
756,28-Feb-20,8697.5,8820.1,8898.7,8451.9,1.08M,-1.37%
757,27-Feb-20,8818.6,8800.1,8968.3,8538.5,1.13M,0.21%
758,26-Feb-20,8800.3,9317.1,9368.1,8672.0,1.32M,-5.55%
759,25-Feb-20,9317.2,9662.6,9672.3,9269.8,937.97K,-3.57%
760,24-Feb-20,9662.7,9943.2,9981.0,9507.0,980.00K,-2.82%
761,23-Feb-20,9942.7,9655.6,9965.6,9653.4,775.88K,2.97%
762,22-Feb-20,9655.7,9684.5,9706.5,9569.8,589.88K,-0.30%
763,21-Feb-20,9684.5,9602.2,9747.1,9574.5,716.61K,0.85%
764,20-Feb-20,9602.4,9611.9,9681.4,9448.9,870.80K,-0.07%
765,19-Feb-20,9609.4,10158.6,10230.9,9424.3,905.95K,-5.40%
766,18-Feb-20,10158.4,9701.5,10230.1,9601.6,945.91K,4.71%
767,17-Feb-20,9701.4,9931.7,9951.5,9468.9,961.88K,-2.32%
768,16-Feb-20,9932.3,9907.4,10056.4,9654.9,808.91K,0.25%
769,15-Feb-20,9907.7,10336.0,10369.8,9831.7,808.81K,-4.12%
770,14-Feb-20,10333.0,10235.5,10372.4,10125.2,732.51K,0.96%
771,13-Feb-20,10235.1,10321.9,10482.6,10116.9,940.30K,-0.80%
772,12-Feb-20,10317.7,10229.3,10435.6,10229.3,803.25K,0.86%
773,11-Feb-20,10229.5,9854.0,10314.1,9725.1,791.28K,3.81%
774,10-Feb-20,9854.1,10151.5,10181.7,9774.8,781.22K,-2.93%
775,9-Feb-20,10151.5,9895.4,10157.1,9882.7,617.35K,2.59%
776,8-Feb-20,9895.5,9817.3,9931.2,9673.2,551.31K,0.78%
777,7-Feb-20,9818.6,9771.9,9872.5,9738.7,608.96K,0.48%
778,6-Feb-20,9772.0,9611.8,9854.9,9536.1,778.67K,1.67%
779,5-Feb-20,9611.8,9194.1,9726.8,9179.9,771.46K,4.54%
780,4-Feb-20,9193.9,9296.5,9347.5,9193.9,651.68K,-1.10%
781,3-Feb-20,9296.6,9334.6,9582.8,9243.1,701.39K,-0.41%
782,2-Feb-20,9334.9,9381.5,9465.4,9183.1,683.37K,-0.50%
783,1-Feb-20,9381.6,9349.3,9458.8,9301.5,458.42K,0.35%
784,31-Jan-20,9349.1,9508.3,9525.0,9222.3,633.37K,-1.66%
785,30-Jan-20,9507.3,9299.1,9569.0,9209.2,765.21K,2.24%
786,29-Jan-20,9298.9,9377.3,9428.7,9250.9,749.88K,-0.84%
787,28-Jan-20,9377.3,8866.6,9389.5,8866.6,954.20K,5.76%
788,27-Jan-20,8866.6,8608.1,8983.1,8585.6,706.45K,3.01%
789,26-Jan-20,8607.8,8341.6,8607.8,8304.9,468.34K,3.19%
790,25-Jan-20,8341.6,8439.9,8447.6,8277.2,444.00K,-1.17%
791,24-Jan-20,8439.9,8404.9,8522.0,8242.6,617.02K,0.41%
792,23-Jan-20,8405.1,8678.5,8687.3,8309.6,722.67K,-3.15%
793,22-Jan-20,8678.5,8733.0,8805.4,8610.8,509.06K,-0.62%
794,21-Jan-20,8732.6,8642.0,8770.3,8524.0,540.20K,1.05%
795,20-Jan-20,8641.9,8705.7,8740.1,8539.2,599.06K,-0.74%
796,19-Jan-20,8706.2,8916.3,9183.7,8552.8,975.01K,-2.36%
797,18-Jan-20,8916.3,8913.0,8982.3,8814.6,627.74K,0.04%
798,17-Jan-20,8913.1,8726.7,9005.1,8675.9,794.11K,2.13%
799,16-Jan-20,8726.9,8818.1,8850.0,8605.8,748.32K,-1.04%
800,15-Jan-20,8818.3,8827.9,8904.0,8615.5,1.17M,-0.12%
801,14-Jan-20,8829.2,8111.2,8898.7,8111.2,1.48M,8.85%
802,13-Jan-20,8111.4,8188.3,8196.7,8068.4,610.66K,-0.93%
803,12-Jan-20,8187.6,8023.3,8189.9,7973.1,595.22K,2.04%
804,11-Jan-20,8024.1,8187.8,8262.9,8008.4,776.75K,-1.99%
805,10-Jan-20,8187.1,7842.5,8187.4,7697.7,1.05M,4.40%
806,9-Jan-20,7842.4,8060.0,8065.9,7779.2,786.50K,-2.70%
807,8-Jan-20,8059.6,8154.2,8436.4,7900.8,1.19M,-1.18%
808,7-Jan-20,8155.7,7759.1,8182.0,7754.1,1.01M,5.11%
809,6-Jan-20,7759.1,7372.6,7783.1,7366.7,786.75K,5.24%
810,5-Jan-20,7372.5,7376.8,7501.0,7345.6,628.14K,-0.06%
811,4-Jan-20,7376.8,7345.1,7433.1,7291.4,523.91K,0.46%
812,3-Jan-20,7343.1,6967.1,7402.9,6884.1,936.29K,5.40%
813,2-Jan-20,6967.0,7199.7,7209.6,6901.4,632.78K,-3.23%
814,1-Jan-20,7199.8,7196.4,7259.4,7180.0,420.28K,0.05%
815,31-Dec-19,7196.4,7261.5,7331.0,7167.4,586.60K,-0.90%
816,30-Dec-19,7261.8,7397.5,7420.9,7244.1,606.11K,-1.84%
817,29-Dec-19,7397.5,7321.6,7518.9,7303.0,611.69K,1.04%
818,28-Dec-19,7321.5,7261.9,7375.9,7256.5,610.96K,0.82%
819,27-Dec-19,7261.7,7210.8,7293.8,7128.5,718.07K,0.70%
820,26-Dec-19,7210.9,7225.0,7414.3,7177.3,795.09K,-0.19%
821,25-Dec-19,7224.8,7268.3,7542.4,7150.9,625.41K,-0.60%
822,24-Dec-19,7268.3,7322.4,7433.2,7185.7,785.54K,-0.74%
823,23-Dec-19,7322.8,7496.2,7684.0,7276.2,952.16K,-2.31%
824,22-Dec-19,7495.8,7156.3,7501.1,7142.0,677.94K,4.74%
825,21-Dec-19,7156.2,7196.4,7197.6,7129.6,468.74K,-0.56%
826,20-Dec-19,7196.4,7165.5,7218.4,7107.7,627.04K,0.43%
827,19-Dec-19,7165.5,7276.4,7354.0,7039.3,778.72K,-1.52%
828,18-Dec-19,7276.0,6613.5,7387.7,6462.2,1.14M,10.02%
829,17-Dec-19,6613.3,6903.5,6943.5,6575.0,894.55K,-4.20%
830,16-Dec-19,6903.5,7128.5,7153.1,6864.6,689.56K,-3.16%
831,15-Dec-19,7128.5,7080.8,7175.8,7033.8,492.58K,0.67%
832,14-Dec-19,7080.8,7255.2,7267.4,7043.3,524.56K,-2.40%
833,13-Dec-19,7255.2,7208.4,7288.0,7200.3,503.49K,0.65%
834,12-Dec-19,7208.0,7208.0,7272.4,7124.6,611.80K,0.00%
835,11-Dec-19,7208.0,7235.8,7284.4,7168.8,518.40K,-0.38%
836,10-Dec-19,7235.7,7356.2,7400.3,7192.1,609.50K,-1.63%
837,9-Dec-19,7355.8,7524.8,7626.0,7321.6,648.66K,-2.24%
838,8-Dec-19,7524.4,7510.8,7576.4,7416.7,499.04K,0.18%
839,7-Dec-19,7510.9,7530.4,7595.7,7489.6,557.14K,-0.26%
840,6-Dec-19,7530.8,7399.2,7552.1,7329.8,706.10K,1.78%
841,5-Dec-19,7399.2,7204.6,7476.3,7184.0,780.78K,2.70%
842,4-Dec-19,7204.4,7291.9,7702.2,7113.6,971.75K,-1.20%
843,3-Dec-19,7291.8,7298.1,7389.4,7227.1,548.77K,-0.09%
844,2-Dec-19,7298.2,7395.9,7433.8,7173.6,687.78K,-1.33%
845,1-Dec-19,7396.4,7546.5,7546.5,7244.4,777.00K,-1.99%
846,30-Nov-19,7546.6,7742.7,7787.7,7472.7,650.60K,-2.53%
847,29-Nov-19,7742.7,7426.6,7825.3,7412.3,766.71K,4.26%
848,28-Nov-19,7426.7,7510.6,7639.5,7380.6,737.58K,-1.12%
849,27-Nov-19,7510.6,7162.8,7636.9,6875.4,996.49K,4.86%
850,26-Nov-19,7162.8,7115.5,7329.5,7045.1,844.27K,0.66%
851,25-Nov-19,7115.6,6924.7,7352.8,6534.8,1.29M,2.76%
852,24-Nov-19,6924.7,7325.0,7344.1,6894.9,904.50K,-5.45%
853,23-Nov-19,7324.1,7271.6,7342.5,7093.7,783.18K,0.71%
854,22-Nov-19,7272.5,7627.9,7700.9,6818.5,1.41M,-4.66%
855,21-Nov-19,7627.9,8099.4,8129.6,7519.7,891.50K,-5.82%
856,20-Nov-19,8099.3,8145.7,8223.0,8074.2,607.27K,-0.57%
857,19-Nov-19,8145.7,8207.7,8245.6,8032.8,654.27K,-0.76%
858,18-Nov-19,8208.4,8510.3,8516.3,8110.4,692.60K,-3.54%
859,17-Nov-19,8509.8,8497.4,8631.7,8413.0,531.22K,0.15%
860,16-Nov-19,8497.3,8476.2,8532.8,8450.7,471.16K,0.25%
861,15-Nov-19,8476.3,8660.8,8761.8,8437.1,653.71K,-2.13%
862,14-Nov-19,8661.2,8782.9,8799.8,8615.8,515.43K,-1.39%
863,13-Nov-19,8783.1,8813.2,8829.7,8721.1,454.33K,-0.33%
864,12-Nov-19,8812.6,8737.4,8841.2,8615.7,575.16K,0.87%
865,11-Nov-19,8736.9,9036.9,9066.4,8649.4,601.16K,-3.32%
866,10-Nov-19,9036.8,8804.7,9092.9,8763.5,581.57K,2.64%
867,9-Nov-19,8804.5,8778.1,8877.5,8746.9,512.02K,0.30%
868,8-Nov-19,8778.2,9223.6,9254.8,8722.4,791.79K,-4.83%
869,7-Nov-19,9223.5,9339.2,9367.0,9130.0,603.54K,-1.24%
870,6-Nov-19,9338.9,9311.2,9424.6,9262.7,578.03K,0.30%
871,5-Nov-19,9310.8,9396.1,9452.7,9193.9,653.42K,-0.91%
872,4-Nov-19,9396.4,9198.7,9500.4,9134.1,681.01K,2.15%
873,3-Nov-19,9198.3,9300.5,9359.1,9095.0,536.56K,-1.10%
874,2-Nov-19,9300.6,9230.3,9356.7,9201.2,570.74K,0.76%
875,1-Nov-19,9230.1,9153.1,9270.4,9057.2,689.65K,0.85%
876,31-Oct-19,9152.6,9157.9,9378.9,8959.6,798.93K,-0.06%
877,30-Oct-19,9157.9,9411.3,9411.3,9018.4,789.73K,-2.69%
878,29-Oct-19,9411.3,9206.5,9531.3,9125.3,918.48K,2.22%
879,28-Oct-19,9207.2,9530.1,9866.9,9202.5,1.04M,-3.38%
880,27-Oct-19,9529.6,9230.6,9773.2,9081.0,1.16M,3.24%
881,26-Oct-19,9230.6,8658.4,10540.0,8061.8,1.78M,6.61%
882,25-Oct-19,8658.3,7422.8,8697.7,7404.9,1.18M,16.65%
883,24-Oct-19,7422.7,7476.8,7501.5,7366.3,586.49K,-0.73%
884,23-Oct-19,7477.0,8031.0,8055.0,7329.2,892.08K,-6.90%
885,22-Oct-19,8031.4,8207.4,8289.1,8017.7,570.39K,-2.15%
886,21-Oct-19,8208.2,8224.1,8315.3,8155.7,489.40K,-0.18%
887,20-Oct-19,8223.4,7957.4,8288.5,7889.6,513.91K,3.34%
888,19-Oct-19,7957.3,7948.3,8060.2,7892.4,428.83K,0.11%
889,18-Oct-19,7948.5,8073.3,8116.4,7842.0,505.79K,-1.55%
890,17-Oct-19,8073.3,8000.4,8118.2,7944.4,444.95K,0.91%
891,16-Oct-19,8000.4,8167.1,8185.9,7929.8,538.92K,-2.04%
892,15-Oct-19,8167.2,8353.4,8400.2,8139.5,469.73K,-2.23%
893,14-Oct-19,8353.3,8281.3,8374.3,8222.2,505.02K,0.87%
894,13-Oct-19,8281.5,8304.3,8450.2,8190.6,419.87K,-0.28%
895,12-Oct-19,8304.4,8267.6,8394.8,8260.9,424.02K,0.44%
896,11-Oct-19,8267.8,8562.2,8751.1,8249.7,667.86K,-3.44%
897,10-Oct-19,8562.3,8566.8,8638.5,8438.7,511.46K,-0.05%
898,9-Oct-19,8566.7,8180.1,8655.9,8122.7,636.43K,4.69%
899,8-Oct-19,8182.9,8198.5,8323.1,8118.1,469.04K,-0.19%
900,7-Oct-19,8198.6,7882.6,8293.5,7797.0,604.74K,4.02%
901,6-Oct-19,7881.9,8127.3,8145.5,7834.9,448.80K,-3.02%
902,5-Oct-19,8127.3,8148.0,8185.1,8030.6,360.92K,-0.25%
903,4-Oct-19,8148.1,8227.6,8233.6,8041.4,416.92K,-0.96%
904,3-Oct-19,8226.9,8363.6,8391.7,8090.1,460.97K,-1.64%
905,2-Oct-19,8364.1,8302.7,8374.0,8167.7,405.86K,0.74%
906,1-Oct-19,8302.7,8285.0,8486.2,8187.9,533.95K,0.22%
907,30-Sep-19,8284.3,8048.9,8318.5,7749.0,600.26K,2.92%
908,29-Sep-19,8049.1,8208.0,8226.8,7922.1,418.48K,-1.94%
909,28-Sep-19,8208.5,8184.5,8297.2,8031.1,457.79K,0.29%
910,27-Sep-19,8184.9,8063.8,8257.4,7882.1,561.40K,1.50%
911,26-Sep-19,8063.8,8432.5,8463.1,7773.6,731.03K,-4.37%
912,25-Sep-19,8432.4,8512.3,8729.8,8245.1,696.11K,-0.96%
913,24-Sep-19,8513.9,9702.7,9793.8,8069.4,933.16K,-12.25%
914,23-Sep-19,9702.2,10031.3,10048.8,9656.3,431.10K,-3.28%
915,22-Sep-19,10031.6,9993.0,10075.0,9870.9,337.06K,0.39%
916,21-Sep-19,9993.0,10172.8,10177.9,9939.8,326.17K,-1.77%
917,20-Sep-19,10172.7,10251.5,10279.5,10088.6,362.07K,-0.76%
918,19-Sep-19,10250.5,10164.6,10297.6,9707.6,542.25K,0.84%
919,18-Sep-19,10164.7,10195.7,10257.5,10119.3,318.82K,-0.30%
920,17-Sep-19,10195.7,10254.6,10273.6,10153.5,321.64K,-0.58%
921,16-Sep-19,10255.5,10311.3,10360.5,10108.5,372.53K,-0.54%
922,15-Sep-19,10311.5,10337.3,10360.4,10272.0,255.79K,-0.25%
923,14-Sep-19,10337.3,10342.2,10421.4,10253.7,326.44K,-0.05%
924,13-Sep-19,10342.1,10415.2,10441.4,10174.1,365.52K,-0.70%
925,12-Sep-19,10415.1,10162.4,10447.9,10051.0,413.22K,2.49%
926,11-Sep-19,10162.5,10104.9,10257.5,9908.9,413.06K,0.57%
927,10-Sep-19,10105.4,10308.7,10379.8,9970.7,383.22K,-1.98%
928,9-Sep-19,10309.0,10402.1,10478.0,10095.7,473.76K,-0.90%
929,8-Sep-19,10402.8,10461.6,10578.0,10266.3,339.73K,-0.56%
930,7-Sep-19,10461.1,10306.9,10556.4,10302.3,393.57K,1.47%
931,6-Sep-19,10309.3,10566.7,10896.2,10227.4,643.02K,-2.44%
932,5-Sep-19,10566.9,10567.8,10630.7,10469.9,402.09K,-0.01%
933,4-Sep-19,10568.2,10611.6,10783.6,10388.6,504.45K,-0.42%
934,3-Sep-19,10612.3,10348.1,10756.8,10283.5,578.79K,2.55%
935,2-Sep-19,10348.8,9728.8,10431.5,9720.3,542.79K,6.37%
936,1-Sep-19,9729.3,9594.7,9799.5,9533.6,322.66K,1.41%
937,31-Aug-19,9594.4,9585.5,9677.5,9457.3,311.49K,0.09%
938,30-Aug-19,9585.4,9494.1,9675.7,9370.2,413.92K,0.99%
939,29-Aug-19,9491.0,9729.1,9729.1,9343.0,509.13K,-2.45%
940,28-Aug-19,9729.4,10184.7,10271.3,9629.6,580.29K,-4.47%
941,27-Aug-19,10184.8,10372.2,10387.6,10060.2,419.81K,-1.80%
942,26-Aug-19,10371.8,10136.0,10568.2,10136.0,568.77K,2.32%
943,25-Aug-19,10136.3,10132.1,10307.0,9935.2,422.53K,0.05%
944,24-Aug-19,10131.0,10389.4,10415.9,9917.5,463.85K,-2.48%
945,23-Aug-19,10388.7,10104.9,10434.3,9921.4,436.26K,2.81%
946,22-Aug-19,10105.0,10141.1,10218.2,9777.0,520.75K,-0.36%
947,21-Aug-19,10141.5,10753.3,10797.8,9908.0,717.65K,-5.68%
948,20-Aug-19,10752.6,10911.2,10941.6,10581.0,515.47K,-1.45%
949,19-Aug-19,10910.7,10312.8,10923.9,10267.8,519.01K,5.80%
950,18-Aug-19,10312.7,10219.3,10494.9,10086.7,441.11K,0.93%
951,17-Aug-19,10218.1,10335.5,10460.7,10016.3,497.77K,-1.14%
952,16-Aug-19,10335.6,10300.9,10734.0,9788.6,798.67K,0.31%
953,15-Aug-19,10303.4,10053.3,10448.2,9580.1,930.05K,2.53%
954,14-Aug-19,10049.4,10894.2,10894.5,9965.5,745.59K,-7.74%
955,13-Aug-19,10892.9,11395.0,11445.6,10793.2,540.78K,-4.40%
956,12-Aug-19,11394.2,11505.1,11508.6,11267.3,391.08K,-1.07%
957,11-Aug-19,11517.2,11314.6,11728.4,11146.1,435.83K,1.79%
958,10-Aug-19,11314.5,12090.5,12185.0,11281.6,570.74K,-6.41%
959,9-Aug-19,12089.8,12190.0,12225.3,11885.0,558.72K,-0.84%
960,8-Aug-19,12191.6,12015.9,12236.6,11727.0,592.15K,1.48%
961,7-Aug-19,12013.9,11481.0,12114.5,11406.4,702.85K,4.64%
962,6-Aug-19,11480.9,11817.6,12291.9,11237.0,807.58K,-2.84%
963,5-Aug-19,11816.8,10934.8,11922.3,10934.8,769.63K,8.07%
964,4-Aug-19,10934.6,10816.1,11017.7,10568.8,585.71K,1.10%
965,3-Aug-19,10815.7,10519.9,10893.6,10504.5,508.75K,2.81%
966,2-Aug-19,10520.1,10380.5,10664.8,10330.5,578.29K,1.35%
967,1-Aug-19,10380.0,10081.9,10459.0,9890.6,608.37K,2.96%
968,31-Jul-19,10082.0,9580.3,10100.0,9562.4,589.84K,5.23%
969,30-Jul-19,9580.7,9580.0,9703.0,9483.0,511.51K,0.00%
970,29-Jul-19,9580.9,9728.5,9835.4,9502.5,510.90K,-1.51%
971,28-Jul-19,9727.8,9491.1,9798.5,9401.1,518.59K,2.48%
972,27-Jul-19,9492.1,9830.4,10232.3,9389.1,661.89K,-3.45%
973,26-Jul-19,9831.0,9945.2,10436.1,9724.2,493.75K,-1.15%
974,25-Jul-19,9945.3,9804.7,10203.5,9776.6,545.85K,1.44%
975,24-Jul-19,9804.3,9887.2,9945.3,9584.0,639.54K,-0.85%
976,23-Jul-19,9888.7,10412.8,10414.7,9865.4,663.38K,-5.03%
977,22-Jul-19,10412.5,10715.1,10806.3,10196.5,591.27K,-2.82%
978,21-Jul-19,10714.4,10827.0,10883.8,10442.5,562.17K,-1.04%
979,20-Jul-19,10826.7,10571.9,11155.6,10462.0,668.94K,2.41%
980,19-Jul-19,10571.5,10651.6,10758.4,10160.7,727.79K,-0.75%
981,18-Jul-19,10651.4,9723.1,10787.1,9390.0,974.49K,9.55%
982,17-Jul-19,9723.2,9425.1,9983.6,9082.6,1.03M,3.17%
983,16-Jul-19,9424.8,10844.0,11019.5,9375.3,1.05M,-13.10%
984,15-Jul-19,10845.9,10199.9,11064.7,9885.4,956.52K,6.33%
985,14-Jul-19,10200.1,11364.3,11448.7,10128.9,840.76K,-10.25%
986,13-Jul-19,11364.9,11762.8,11798.4,10839.4,747.71K,-3.38%
987,12-Jul-19,11762.1,11343.7,11881.4,11109.8,738.17K,3.70%
988,11-Jul-19,11342.3,12111.6,12111.6,11029.0,943.13K,-6.34%
989,10-Jul-19,12110.6,12542.8,13134.4,11594.9,1.11M,-3.44%
990,9-Jul-19,12541.5,12250.6,12772.9,12111.2,847.84K,2.36%
991,8-Jul-19,12252.6,11415.8,12332.3,11304.8,695.60K,7.33%
992,7-Jul-19,11415.9,11267.9,11524.6,11108.1,601.93K,1.31%
993,6-Jul-19,11268.0,10969.8,11650.2,10967.9,688.96K,2.71%
994,5-Jul-19,10970.2,11159.7,11381.8,10810.3,772.67K,-1.73%
995,4-Jul-19,11163.1,11899.3,11948.0,11087.1,840.34K,-6.20%
996,3-Jul-19,11900.8,10835.9,11931.8,10835.9,998.73K,9.83%
997,2-Jul-19,10835.9,10615.5,10923.5,9728.5,1.12M,2.07%
998,1-Jul-19,10616.6,10821.4,11254.5,10041.6,1.04M,-1.87%
999,30-Jun-19,10818.6,11906.0,12179.3,10765.4,880.77K,-9.14%
1000,29-Jun-19,11906.5,12408.0,12422.9,11490.8,834.62K,-4.05%
1001,28-Jun-19,12409.1,11288.4,12461.8,10970.5,1.09M,9.93%
1002,27-Jun-19,11287.8,13062.4,13422.0,10493.5,1.59M,-13.59%
1003,26-Jun-19,13063.8,11811.6,13929.8,11747.3,1.48M,10.62%
1004,25-Jun-19,11809.9,11046.6,11833.9,11033.7,781.09K,6.91%
1005,24-Jun-19,11046.4,10897.3,11114.4,10622.6,566.96K,1.37%
1006,23-Jun-19,10897.1,10721.5,11361.3,10557.8,683.79K,1.64%
1007,22-Jun-19,10721.7,10178.1,11160.5,10031.3,1.09M,5.33%
1008,21-Jun-19,10179.3,9517.7,10184.3,9517.4,769.12K,6.96%
1009,20-Jun-19,9517.0,9255.0,9583.9,9188.4,693.62K,2.83%
1010,19-Jun-19,9255.4,9080.7,9295.1,9044.0,587.57K,1.93%
1011,18-Jun-19,9080.6,9318.9,9336.1,8962.7,723.17K,-2.56%
1012,17-Jun-19,9318.8,8961.0,9438.1,8959.8,738.80K,3.98%
1013,16-Jun-19,8962.5,8812.2,9332.0,8771.1,849.77K,1.70%
1014,15-Jun-19,8812.5,8655.8,8856.7,8582.3,608.69K,1.81%
1015,14-Jun-19,8656.1,8218.6,8685.3,8153.2,643.17K,5.32%
1016,13-Jun-19,8219.0,8132.4,8306.1,8028.6,574.21K,1.06%
1017,12-Jun-19,8133.1,7888.0,8198.1,7805.8,607.89K,3.11%
1018,11-Jun-19,7888.0,7987.8,8010.4,7714.5,579.00K,-1.25%
1019,10-Jun-19,7987.8,7635.0,8012.8,7523.6,641.38K,4.62%
1020,9-Jun-19,7635.0,7901.6,7937.5,7516.9,554.48K,-3.37%
1021,8-Jun-19,7901.4,7985.3,8044.4,7770.5,485.81K,-1.05%
1022,7-Jun-19,7985.2,7785.8,8099.4,7749.4,588.87K,2.57%
1023,6-Jun-19,7784.9,7779.6,7861.4,7480.4,651.82K,0.08%
1024,5-Jun-19,7779.1,7685.6,7885.0,7590.4,762.94K,1.22%
1025,4-Jun-19,7685.5,8118.1,8118.1,7494.0,966.95K,-5.41%
1026,3-Jun-19,8124.8,8728.6,8734.9,8102.7,739.45K,-6.92%
1027,2-Jun-19,8728.6,8545.8,8807.7,8534.8,614.54K,2.14%
1028,1-Jun-19,8545.7,8556.9,8615.8,8454.0,686.75K,-0.15%
1029,31-May-19,8558.3,8271.4,8578.8,8135.0,858.41K,3.46%
1030,30-May-19,8271.9,8647.8,9045.9,8054.7,1.04M,-4.35%
1031,29-May-19,8647.8,8715.6,8747.2,8435.3,15.43M,-0.79%
1032,28-May-19,8716.3,8759.4,8794.1,8568.8,763.20K,-0.50%
1033,27-May-19,8760.1,8628.9,8902.8,8607.3,907.96K,1.51%
1034,26-May-19,8630.2,8029.6,8718.6,7866.5,872.12K,7.51%
1035,25-May-19,8027.4,7971.4,8090.1,7919.1,691.27K,0.72%
